Ukraine https://t.co/YwmMQ05Qsu, 1
@talkRADIO @iancollinsuk, 2
2nd hand, 1
his country, 28
British troops, 2
the death, 6
@jimpanza1 @CNN, 1
4th week, 1
Reuters piece, 1
@HerbCaineWriter @monoblancoatx, 1
the quote, 2
their necks, 1
three sides, 3
political assassinations, 1
the weeks, 4
his move, 8
the independence, 20
a litany, 3
private meetings, 3
Western leaders, 6
New Sanctions, 3
new sanctions, 43
his recognition, 2
mainland Ukraine, 2
Justin Trudeau, 7
his supporters, 5
world leaders, 13
military support, 19
Daddy Putin, 1
the tweet, 8
nationalist party, 1
the leaders, 6
the assistance, 1
the GQP, 4
an alliance, 6
little support, 4
a sleeper, 1
our crisis, 2
the War, 10
his troops, 16
a peacekeeper, 17
@mikepompeo Dare, 1
the Taliban, 15
the Kurds, 7
Nazi involvement, 1
a hammer, 1
Eastern Ukraine, 88
further West, 1
’ border, 1
Holly Willians, 1
More war, 1
civilian casualties, 6
https://t.co/QqkOAJV3Wy https://t.co/xpLKdh9put, 1
The headline, 4
the story, 12
Russian Snipers, 1
United States, 5
the effectivity, 1
snow victim, 1
an anarchist, 1
Russian invasion, 57
weapon https://t.co/4vEUP5oXeK, 1
the invasion, 89
Donald Trump, 75
their heads, 4
this issue, 12
your government, 3
the Russians, 91
Fresno writer, 2
The world, 45
Armenia https://t.co/lWs5H63axZ, 1
its commitment, 4
the heroes, 3
poor economy, 1
a necessity, 1
The Nazis, 2
a war, 170
illegal ties, 1
the past, 17
separatist DPR, 1
the territory, 22
supposed threat, 1
dis)info war, 1
no one, 77
a democracy, 53
” https://t.co/SdQrVPSMTi, 1
major war, 6
any moment, 5
logical consistency, 1
veteran benefits, 2
@MarinaPurkiss @davidagoodland, 1
Intense Prophecy, 1
all parts, 2
the support, 10
Ukraine Ministry, 1
Foreign Affairs, 29
any trips, 1
this country, 26
its territory, 11
EMPR https://t.co/6yxT0bmqI5, 1
some forces, 14
Latvian PM, 16
the value, 2
48 hours, 23
@zerohedge Lol, 1
The germans, 2
the french, 1
the turkish, 1
the British, 2
The US, 98
a bunch, 18
rag heads, 1
the desert, 1
no state, 1
Ukraine atm, 1
the moment, 23
the explosion, 1
its forces, 6
the trouble, 4
the @UN, 5
a cessation, 1
diplomatic solutions, 9
a meeting, 14
a tantrum, 4
news outlets, 2
Trumps fault, 1
your minds, 2
the opportunity, 10
the Committee, 2
🇦 borders, 1
@BrianSoundFurey @kiriamitii, 1
logical thought, 1
a pipeline, 6
the pipeline, 8
both parties, 5
a fan, 5
punching nazis, 1
video games, 1
real nazis, 1
our country, 35
the focus, 3
Russia infrastructure, 1
the form, 8
@jessanders1211 @ThingsWant2, 1
15 people, 1
the way, 66
Ukraine border, 21
further pain, 1
eg Russia, 1
a nightmare, 3
his Sec, 1
2016 election, 2
American news, 1
My friends, 1
this time, 22
great evil, 1
their homeland, 2
its people, 20
@HakimUsoof @Yunus83, 1
the Baltics, 22
the EU, 92
an act, 20
a descendant, 1
funding Nazis, 1
a Nazi, 2
New |, 1
Rokfin https://t.co/6rxGkXk2sg, 1
Separatist Enclaves, 3
the master, 6
this crisis, 27
the government, 47
gas prices, 59
no cuts, 1
📰 Ukraine, 1
a baby, 2
yo self, 1
the streets, 16
@atensnut Hunter, 1
Southern Birder, 1
all Americans, 4
a plane, 6
humanitarian issues, 1
human rights, 13
a journalist, 4
a voice, 3
a lot, 100
rich Russians, 2
his condos, 1
his sons, 1
1 minute, 1
all sorts, 2
a guy, 15
the word, 19
swift start, 1
robust sanctions, 2
back Ukraine, 1
EU membership, 4
PL president, 1
Ok Russia, 1
a potato, 1
your troops, 3
our hand, 1
Mad Nad, 1
@spectatorindex Ukraine, 3
the foul, 1
red card, 1
penalty dot, 1
whole UN, 1
the ambassadors, 1
No resolution, 1
@baseballcrank Sure, 1
the guy, 21
military aid, 32
so genius, 1
@seanhannity Trump, 1
takeover Ukraine, 2
his re, 1
The Donald, 2
his friend, 2
the dictator, 5
the favor, 2
Ukraine https://t.co/jVvYg9DD5A, 1
a deal, 19
the people, 224
the Donbass, 17
good advice, 1
the run, 1
The stakes, 1
every tool, 1
his disposal, 1
the US, 401
obama admin, 1
ukraine govt, 1
the govt, 3
the resident, 1
the corruption, 9
no sense, 10
Mainstream media, 1
the reason, 34
market downturn, 1
the narrative, 16
such decisions, 1
other democracies, 2
The question, 14
Eastern Europe, 46
1945 style, 1
NATO Ukraine, 1
Some sort, 1
@SALisner @GOP, 1
The man, 4
this move, 5
Savvy play, 1
Russian TV, 3
hate speeches, 1
Armenia https://t.co/6NtdmTNvyu, 1
railway connections, 1
no match, 2
45 entities, 1
nukular missiles, 1
the drama, 5
u guys, 1
another tweet, 1
a look, 17
the mirror, 3
the drum, 3
our focus, 1
arms shipments, 2
no war, 18
internal conflicts….so, 1
Dawg wtf, 1
The President, 6
Volodimir Zelensky, 2
the nation, 23
ukrainian land, 1
Foreign Minister, 1
🇦 https://t.co/6gRiCJ8OIc, 1
The Ukrainians, 2
Ukrainian family, 1
the time, 36
Russian action, 9
this claim, 1
added meaning, 1
Russian forces, 64
the democrats, 4
the President, 28
traitorous wretches, 1
separatist regions, 33
an abundance, 1
ukrainian people, 1
your gas, 1
unmanned drones, 1
the borders, 22
@jesseprimetime Jesse, 1
Paul Manifort, 1
the Bidens, 9
his invasion, 30
EU LEADERS, 1
ON FEB, 1
the catalyst, 2
a tailrisk, 1
the majority, 12
our relationships, 1
new sanctions.&amp, 1
the DOJ, 1
TFG comments, 1
the USA, 82
gun massacres, 1
El Paso, 2
hate crimes, 2
crap soil, 1
the food, 2
reduced forces, 3
translator records, 2
pentagon claim, 1
a claim, 4
this app, 2
no invasion, 8
any belief, 1
the contrary, 5
CIA PROPAGANDA, 1
) democracy, 1
a dictatorship, 11
fake voting, 1
political opponents, 3
Evidently Tucker, 1
Cyber attack, 1
his pursuit, 1
the leadership, 3
zero sense, 1
an Embassy, 2
Ukraine forces, 8
Russian citizens, 9
his mother, 1
the KGB, 1
now FSB, 1
The Hill, 2
a symbol, 2
peaceful resistance, 1
Russian occupation, 2
Ukraine tensions, 36
The way, 9
my heart, 14
more troops, 11
the damage, 5
Ukraine Means, 5
Russian president, 1
the president, 33
@ScottforFlorida @chuckschumer, 1
the GOP, 49
classified material, 2
the WH, 18
unsecure phones, 1
flushes documents, 1
70 percent, 1
the entirety, 10
breakaway parts, 3
international law, 37
the stage, 9
ukraine land, 1
the notif, 1
the fan, 2
southeast Ukraine, 1
the content, 2
his Azerbaijan, 1
my country, 10
legal guarantees, 1
A flurry, 1
diplomatic activity, 1
a go, 1
all hostilities, 1
Telephone Conference, 1
The Price, 1
more details, 1
a genius, 51
literally today, 1
Any comments, 2
the end, 55
not Putin, 3
Asian shipbuilders, 1
shipping firms, 1
European countries, 7
seaborne sources, 1
natural gas, 9
both Russia, 11
democratic systems, 1
government policy, 1
The news, 2
their lives, 11
nothing catastrophe, 1
human lives, 3
any mention, 3
This country, 3
the Politicians, 1
Bill Gates, 1
your fears, 1
a reason, 17
Sen. Sanders, 1
his twitter, 1
The rest, 6
real issues, 1
poor America, 1
his politics, 2
their presence, 4
UFO specialist, 1
ke S.A, 1
John Cornyn, 1
his views, 4
NATO section, 1
Hard power, 2
its limitations, 1
launder ransoms, 1
military reservists, 10
the ages, 4
ordinary civilians, 1
this scenario, 7
the Luhansk, 1
her people, 1
Russian authoritarians, 1
a mouse, 1
a cookie, 1
Middle east, 1
ng wheat, 1
both Ukraine, 8
Wala talagang, 1
sa gyera, 1
our oil, 5
financial interests, 1
his son, 16
a day, 10
hard work, 1
his life, 4
a business, 2
The west, 12
psychological war, 1
Bomb threats, 1
aggressive scum, 1
not war, 4
Russian History, 1
Twitter jokes, 1
four things, 1
Trump support, 1
Very genius, 1
its citizens, 61
growing threat, 3
Ukraine invasion, 53
Russian sanctions, 9
@Ukraine Man, 1
The UK, 11
Keir Starmer, 1
Boris Johnson, 44
body bags, 2
all parents, 1
their sons, 2
active interventions, 1
the sale, 3
foreign currency, 1
no mistake, 4
PM Trudeau, 2
fresh sanctions, 4
the path, 5
our backyard, 2
a coincidence, 2
the Governments, 2
the World, 16
the WEF, 3
Stock futures, 4
the year, 8
100 drones, 1
2014 😧, 1
Sarah Palin, 2
a word, 10
@MichaelMammoth @TheLaurenChen, 1
the population, 13
our leader, 2
this chap, 1
A newspaper, 1
the tensions, 6
Friedrich Nietzsche, 1
repetitive circles, 1
a formalisation, 1
those years, 3
the 1930s, 4
Unusual Response, 1
Ultra sanctions, 1
the love, 5
one shred, 1
antisemitic nazis, 1
your assertion, 1
vs Ukraine, 1
higher gas, 1
the DPR, 5
the future, 25
UNBELIEVABLE https://t.co/QgzGnsB7rF, 1
Western nations, 8
key pipeline, 6
MSNBC‘s Nance, 3
‘ https://t.co/CWfFuZ9E5d, 1
uncertain future, 1
the response, 12
the rest, 80
outside soldiers, 1
mutual defence, 1
NATO troops, 11
its security, 3
the ministers, 1
next steps, 3
its aggression, 4
VIP Gold, 1
another crime, 1
the ex, 1
No US, 1
no Mars, 1
NATO governments, 1
Cyber warfare, 1
Ukrainian banks, 2
$ money, 1
the Democrats, 10
the Hollywood, 1
Obviosly they, 1
nuclear weapons, 31
mass destruction, 4
navy assist, 1
japanese Ukraine, 1
Good morning, 4
this one, 14
little effect, 2
more sanction, 1
the brainwashing, 1
history books, 2
his followers, 5
The GOP, 17
President Biden, 63
more territory, 4
more sanctions, 27
the reaction, 5
a hoax, 2
our attention, 2
a conspiracy, 2
Conspiracy Land, 1
anywhere reason, 1
U S., 1
absolutely everything, 3
a number, 8
its oppression, 1
a demonstration, 2
this theme., 1
An example, 2
your facts, 5
@vlvrngn Tiktokers, 1
foreign policies, 1
the East, 7
The Rada, 2
his accounts, 1
Tell Marj, 1
first wave, 2
Many Americans, 1
The soldiers, 2
https://t.co/brCuxMyzLa https://t.co/a4rcsUGuXW, 1
a position, 7
a diversion, 4
the elimination, 1
my memory, 1
my posts, 1
this stuff, 9
Alyn Smith, 1
that Putin, 1
Gas prices, 17
The Ukraine, 46
Which POTUS, 1
his veto, 2
his word, 2
Worst case, 1
the 1990s, 4
precision strikes, 1
few deaths, 1
not WW3, 1
Russian lawmakers, 6
military force, 33
Russian banks, 19
latest updates, 2
oh ukraine, 1
does representation, 1
THE TRUCKERS, 2
US CONGRESS, 1
CBS news, 2
my podcast, 1
every move, 1
a meme, 3
You guys, 8
average people, 3
cyber resilience, 1
a #, 19
Market Rally, 6
UNSC debates, 1
Irish Government, 2
Russian ambassador, 7
emergency meeting, 6
Ukraine https://t.co/Ufkmmc7b5v, 1
@Yungwompus @Ukraine, 1
a thug, 3
PutinownsTrump Trump, 1
Obama sanctions, 1
both China, 2
Putins invasion, 3
Trump attempt, 1
Your leader, 1
an idea, 4
energy exports, 1
their source, 1
a F, 1
The West, 31
a hoot, 2
the fate, 5
WAYNE ROOT, 1
@nicktolhurst Open, 1
Ukraine army, 2
Wtf man, 1
a cost, 3
US spies, 1
@dsamuelsohn @jchaltiwanger, 1
Semantic point, 1
our borders, 13
a country, 63
the logistics, 1
our troops, 17
you guys, 21
its recognition, 3
the Adm, 2
the #, 39
one hand, 3
Western Countries, 1
a mistake, 5
fucking neocons, 1
their peoples, 2
your pic, 1
LNG exports, 2
Good stuff, 1
her credentials, 1
their credentials, 1
some therapy, 1
@Hedgeye Lets, 1
the West, 132
@HouseGOP Republicans, 1
a nothingburger, 3
US empire, 1
Ukraine |, 9
@AllisonPearson Trudeau, 1
emergency powers, 2
lorry drivers, 1
their families, 7
military action, 15
its teeth, 1
Tension Mounts, 4
Nuclear Superpowers, 4
its failure, 1
a problem, 23
bidens efforts, 1
Alternative ideas, 1
a minority, 2
the law, 4
Civil war, 1
Majority -over, 1
@bardigang5ever @thehill, 1
the Revolution, 1
western influence, 1
the USSR, 56
the Donbas, 21
@eshaLegal No, 1
the reasons, 9
Security guarantee, 1
the U.S, 14
Nancy Pelosi, 6
her assessment, 1
virtually nothing, 2
business leaders, 2
@spectatorindex Russians, 1
Separatists position, 1
a Tzar, 1
Short thread, 1
E. Ukraine, 5
Our manufacturing, 1
A return, 1
Morgan Freeman, 2
Ukrainian racists, 1
Finnish appeasement, 1
the Nazis, 11
those countries, 12
the prices, 5
Ukraine issue, 14
both sides, 26
two regions, 15
independent States, 1
Putin KGB, 1
the plan, 9
the roubles, 2
the papers, 6
the threat, 34
the problems, 5
both armies, 1
peacock hat, 1
@EmmanuelMacron @rashtrapatibhvn, 1
civil aviation, 2
A state, 5
government control, 1
@LebergerDavid Ukraine, 1
our ally, 14
a major, 1
Stock rally, 2
USA Imperialism, 1
reverse migration, 1
the timetable, 1
a jump, 1
Ukraine memes, 1
sheer incompetence, 1
the vector, 1
US Putin, 1
Five takeaways, 4
@BorowitzReport Putin, 1
ofbthwir tanks, 1
@EmbassyofRussia @RusEmbIndia, 2
any harm, 1
Minsk agreements, 5
Biden Condemns, 11
Anton Troianovski, 2
NYT https://t.co/u41wtbyVx4, 1
An escalation, 2
US envoy, 1
the defense, 5
a member, 41
better ties, 1
a threat, 31
@queersocialism Uhh, 1
trans kids, 2
air forces, 1
the heat, 3
Asian stocks, 7
Wall St, 6
real weapons, 1
Awesome job, 1
every bone, 1
my body, 1
this world, 7
Western financing, 3
Please tweet, 1
Russia Ukraine, 13
smaller issues, 1
the position, 5
these politicians, 1
the war, 87
John McCain, 2
Lindsey Graham, 2
Biden issues, 1
illegal sanctions, 1
6 ETFs, 1
@steve_tf @sunlorrie, 1
both America, 1
the Nukes, 1
their promise, 3
a feeling, 5
A lot, 14
$ Billions, 1
a bonfire, 1
US ​​can, 1
the drawing, 1
whose presence, 1
@FPWellman Better, 1
their fortifications, 1
punny putins, 1
The advancement, 1
your backyard, 1
conspiracy theorists, 1
a state, 82
its allies, 21
Russian Troop, 1
it Ukraine, 1
the problem, 24
NATO policy, 1
former USSR, 2
NATO countries, 19
their breath, 7
@DailyMirror Putain, 1
Operation Valkyrie, 1
ten toes, 1
his shit, 2
that shit, 6
g 🤝, 1
Champions League, 7
: UEFA, 1
Saint Petersburg, 2
any denial, 1
any interfering, 1
its NOTHING, 1
UK military, 5
defence sec, 5
his hands, 6
a partner, 1
the mob, 1
the consequences, 9
our Embassy, 1
the whole, 15
5 Years, 4
conviction trades, 1
soon Taiwan, 1
his lover, 1
no response, 1
this guy, 17
no ongoings, 1
Russian oil, 9
the footsteps, 1
Russian tanks, 23
14.400 tanks, 1
aggression matter, 1
Blood money, 1
a Referendum, 1
@ChristopherJM Ukraine, 1
the UN, 29
a leader, 13
a puppet, 8
Bay Area, 3
this video, 7
the dust, 3
Taiwan Semiconductor, 1
no business, 10
the effects, 8
this war, 24
food shortages, 2
VP Russia, 1
my tweet, 2
political leaders, 1
@fxmacro Close, 1
the region, 58
Talks Taiwan, 2
a republic, 3
a burden, 2
security assurances, 2
atleast parts, 1
annex Crimea, 1
western world, 1
western sanctions, 1
kiev Ukraine, 1
Kiev Embassy, 1
European policymakers, 1
Russian border, 3
the separatists, 13
Biden son, 1
big checks, 1
the board, 6
theUkrainian prosecutor, 1
whose office, 1
the night, 5
the hands, 14
a tyrant, 7
my vote, 1
the denial, 1
a denial, 2
DONT DEFEND, 1
the money, 30
ur family, 1
these days, 1
The optics, 1
any decency, 1
Russian interpretation, 1
Moscow time, 2
another reply, 1
occupied parts, 3
the men, 1
Another Srebrenica, 1
the media, 47
@cnnbrk @CBC, 1
The truth, 5
the @HouseGOP, 1
laughable https://t.co/uWN4ZlcGl5, 1
enormous respect, 5
Tucker Carlson, 36
All traitors, 3
the enemy, 13
full speed, 1
Ukrainian descent, 2
breakaway regions, 18
second batch, 1
a damn, 9
the iPhone, 1
their response, 2
@iJevin Man, 1
soviet union, 3
many Ukrainians, 4
their homes, 8
their place, 3
any minorities, 1
our right, 2
which prob, 1
BREAKING NEWS, 2
wary eye, 6
the green, 1
a surprise, 5
RAnge Navigation, 1
a marshmallow, 1
the sheep, 2
its inflation, 1
Russian Ruble, 1
Dollars life, 1
a grip, 4
the hope, 3
a pawn, 8
@Chrysle41040699 @benshapiro, 1
ukraine stuff, 1
NBC News, 2
our politics, 1
the Tories, 13
Russian money, 12
our backs, 3
our struggle, 1
What Ukraine, 2
the fuck, 28
what cardi, 1
Doja Cat, 1
the pool, 1
his voters, 1
their country, 29
this traitor, 2
Ukraine https://t.co/ireqvSMFwa, 1
Internal Affairs, 6
network disruptions, 3
your mind, 9
the place, 10
that rule, 1
Stan Grant, 1
western Ukraine, 6
The Dnieper, 1
the city, 10
a scenario, 3
action game, 1
this Ukraine, 5
a Karen, 1
this moment, 14
the course, 9
all sides, 7
its constitution, 2
those regions, 14
this Earth, 1
the cyberattacks, 1
nazi Ukrainians, 1
the fuckery, 2
Russia invasion, 10
@eagleowl123 Thanks, 1
your tweet, 7
This Putin, 1
the elites, 8
their money, 3
the Biden, 8
World leaders, 14
financial sanctions, 6
other measures, 2
the brink, 15
the Nose, 3
Yes Berniethinks, 1
the bastards‼️, 1
severe sanctions, 4
political points, 2
his actions, 20
US sanctions, 8
Imran Khan, 8
a Peacemaker, 1
another chance, 1
Clear statement, 1
my MFA, 1
military deployment, 1
Peaceful settlements, 1
the sovereignty, 27
core principles, 1
. https://t.co/5TuMZopuvw, 1
Russian force, 1
Russian soldiers, 10
no alliances, 1
the alliance, 10
@TulsiGabbard Biden, 1
the day, 30
@cnni Russians, 1
dangerwith Ukraine, 1
Nord Stream, 46
German certification, 1
German homes, 1
The Americas, 1
FalseFlag https://t.co/ltzN4R3Dk5, 1
U.S. troops, 1
the ground, 56
a point, 15
Nuclear war, 1
the limits, 2
The fear, 1
the limit, 1
its borders, 11
a panic, 1
Screw Ukraine, 1
Corrupt country, 1
Local sources, 2
fighter jets, 3
our prayers, 1
d men, 1
https://t.co/EQnmM6jQrC https://t.co/zAQAWKqskF, 1
@NeuroneIntel Same, 1
Probably trolls, 1
social networks, 2
the Presidents, 1
a Friend, 1
200k soldiers, 1
massive borders, 1
the Pacific, 1
the Baltic, 6
President Zelensky, 7
a decree, 10
the draft, 6
my god, 2
that person, 2
Damn Ukraine, 1
Keystone pipeline, 2
Power Station, 2
Intensive Shelling, 2
Separatist Areas, 3
@Ukraine What, 1
Korean war, 1
north Korea, 1
That airfield, 1
the ira, 1
supporting gaa, 1
your pals, 1
@The_Lone_Apple @shashj, 1
national guard, 1
Australian navy, 1
Norman Solomon, 2
Bob Dylan, 6
the memorandum, 2
Sergey Lavrov, 2
@Bluringed @stapling, 2
his term, 7
long term, 1
fluid situations, 1
our friends, 7
the heart, 7
@AmbMKimani https://t.co/rOISORFpes, 1
visa issuance, 1
asset freeze, 1
Ukraine conflict, 33
Biden sanctions, 17
a Scot, 1
28 years, 1
@donotcomply99 Ukraine, 1
your time, 3
the goings, 1
lip service, 2
My article, 1
24 hours, 9
the capture, 1
strategic outposts, 1
not conquests, 1
a reach, 1
Russian hands, 1
the middle, 16
Ukraine https://t.co/e8kG7haS7a, 1
22/02/22 https://t.co/0OzzbVR05Q, 1
not anyone, 2
the rebels, 9
the Libs, 3
your hands, 5
@squartney Ukraine, 1
12 countries, 1
another alliance, 1
@Mash_uk77 @TalktoBeverley, 1
a flag, 1
St. George, 1
their profile, 1
a glitch, 1
the algorithm, 1
Helsinki feeling, 3
a bow, 4
monthly gifts, 2
the U.K., 3
the quality, 1
other factors, 2
the boot, 3
the looters, 1
Russian rules, 2
hard choices, 1
the audio, 1
this part, 1
no deaths, 1
the cabal, 3
their children, 5
high roles, 1
the boards, 1
corrupt companies, 1
Ukraine https://t.co/VBA4xhtNNG, 1
@ScottMorrisonMP Ukraine, 1
blah blah, 1
the resources, 4
the power, 18
local gangs, 1
no expert, 4
no expertise, 1
any area, 1
His input, 1
the water, 2
a tightrope, 1
Jewish neighbors, 1
NO evidence, 1
my family, 6
high anxiety, 1
Market Wrap, 2
Border nations, 1
Indian students, 9
Russia Invades, 1
Rants https://t.co/BYb0PfPC2Q, 1
Mr President, 1
this opportunity, 2
no place, 2
modern govt, 1
@EliseStefanik Name, 1
vitsl infrastructure, 1
The Presidents, 2
Candace Owens, 7
an operation, 2
GOJ slack, 1
students loan, 1
Loan bredda, 1
our interests, 5
some strategists, 8
that matter, 6
The point, 8
a choice, 4
real consequences, 2
real people, 2
their surveillance, 1
military activity, 2
combat readiness, 1
Southern Border, 2
some Putin, 1
UK firms, 3
Ukraine https://t.co/ZsxCPvfYax, 1
any doubt, 1
supply chain, 9
an excerpt, 1
a transcript, 3
a conversation, 3
all Ukraine, 7
their incursion, 1
your buddy, 3
Jai shankar, 1
this hypocrisy, 1
a result, 26
Congressional funding, 1
The brink, 1
a hole, 2
a cure, 2
Russian aggression, 54
space cooperation, 1
Ukraine Deal, 3
Cyber Threats, 1
an election, 7
more leeway, 1
any issue, 1
this story, 5
Pure propaganda, 1
the elephant, 1
the room, 5
naive?No dear, 1
its stuffing, 1
every house, 1
@IndiainUkraine @MEAIndia, 1
the universities, 1
Indian embassy, 1
the ministry, 1
this situation, 21
President Trump, 14
🤡 joey, 1
The pic, 1
FJB https://t.co/CHVPso3Q9x, 1
the squirrel, 1
The fact, 22
more cyberattacks, 3
rising tensions, 4
@CBSNews Streaming, 1
The police, 1
the mining, 1
the building, 3
FM Hayashi, 1
the development, 2
serious concern, 1
the G7, 2
2/2 End, 1
Jane Timkin, 1
all tensions, 1
a price, 8
that service, 1
your attempt, 1
zero obligation, 1
a matter, 12
this government, 2
Nicholas II, 1
that quotas, 1
a support, 1
Both Romania, 1
My prayers, 3
an invitation, 1
every country, 7
No Need, 1
Friends Conti, 1
Reply Starting.-Will, 1
YOUR DADDY, 1
the army, 10
the warmonger, 1
sponge bob, 1
this administration, 12
Such genius, 2
Bidens Quid, 1
One thing, 7
West Ukraine, 5
US troops, 24
No surprises, 1
This course, 1
@furfuzfabunker @SanGraphicAlt, 1
your god, 1
Sweet dreams, 1
advantage nxt, 1
Nuclear Iran, 1
These sanctions, 1
a candy, 1
your kids, 5
every politician, 1
their course, 1
the stop, 1
the fact, 65
a crisis, 22
his hand, 1
a Blow, 1
Trump news, 10
Israeli officials, 1
The convoy, 2
Economic sanctions, 2
russian oligarchs, 2
the table, 41
nato Russia, 2
3 sides, 6
WW II, 2
Bush Sr, 1
their graves, 1
such treason, 1
Fiona Hill, 8
CBS Roasted, 1
Blaming Inflation, 3
a way, 24
Defense official, 5
any investments, 1
ancient history, 1
My heart, 14
our post, 1
the increase, 2
Serbian tabloids, 1
their cards, 1
the fence, 6
no stand, 1
@JoJoFromJerz Ukraine, 1
probably decades, 1
Chinese media, 12
CCP rules, 14
The Beauty, 1
German neo, 1
a plan, 5
southern border, 4
Whatever ties, 1
no right, 19
some reason, 5
No need, 4
world war, 12
chaDDi gang, 1
the pipelines, 1
his designs, 1
the 90s, 6
AK pols, 1
such amount, 1
Russian MRLS, 1
living areas, 1
StandWithUkraine https://t.co/0vVLqIy5Dx, 1
More fighters, 1
the number, 15
Narrative Trends, 1
her politics, 1
its toll, 1
Ted Cruz, 2
@PalmerReport Lol, 1
bo biden, 1
any kickbacks, 1
your mask, 1
Eric Swalwell, 1
live TV, 3
new helmets, 1
grenade launchers, 1
other cryptocurrencies, 5
Russian Aggression, 4
commie China, 1
close relation, 1
@ikhurshudyan Putin, 1
the reality, 9
the fascist, 1
European security, 12
a generation, 4
🇦 colleagues, 1
unsettling times, 1
@ryman88 @TheRickWilson, 1
the bus, 6
British canons, 1
@spectatorindex E, 1
oda countries, 1
Putin country, 1
strong tin, 1
wetin him, 1
Valentyna Kaminska, 1
Political correctness, 1
a statement, 13
the backing, 4
Russian military, 10
Ukrainian forces, 7
their rounds, 1
Y’all mind, 1
️The Cabinet, 1
the agreement, 8
the memory, 2
the courage, 2
Russian property, 1
the encroaching, 1
US imperialism, 2
this description, 1
taxpayers money, 1
our money, 2
enough debt, 1
the needle, 2
total annihilation, 1
initial sanctions, 5
troop deployments, 2
Current situation, 1
@shifrinson Lots, 1
this conflict, 27
a sort, 2
Ukraine Crisis, 41
economic sanctions, 28
dark reading, 1
ukraine https://t.co/8uTx6GVEFC, 1
@svdate @gtconway3d, 1
2 hotels, 2
the deal, 14
the head, 10
The conflict, 5
its adversaries, 1
computer chips, 1
hypersonic missiles, 5
the probability, 1
some magnitude, 1
the price, 37
the pump, 6
Richard Engel, 1
an escalation, 5
https://t.co/JZ08OzrxVT https://t.co/u7hiyhZjXq, 1
the pricks, 1
the side, 11
my history, 1
Impending war, 1
President Putin, 26
the tension, 8
you people, 1
the balls, 7
the orphans, 1
any claims, 1
appreciate romanians, 1
our neighbours, 1
Donetsk leader, 4
Donetskin region, 1
a piece, 14
💩 President, 1
@CBSNews #, 1
his monologue, 1
our lifetime, 1
A. Cumia, 1
15 pounds, 1
the printing, 2
a Putin, 4
@mikepompeo Trump, 3
@derrickvanorden Wisconsin, 1
no problem, 8
The war, 8
illegal migrants, 1
Russia https://t.co/nZQRlRNeb6, 1
that Ukraine, 7
General Staff, 1
this thing, 4
@nytimes Russia, 1
@jkenney @O_Danyleiko, 2
bigger problems, 2
a COUP, 1
final preparations, 1
maybe Z, 1
no way, 11
the start, 18
his opinion, 3
a test, 3
@SpeakerPelosi Cocktails, 1
Latest News, 2
THEIR MINDS, 1
OUR MINDS, 1
the warriors, 1
@RealPhillyP Ukraine, 1
35 cities, 2
lt;3 https://t.co/8yt9jXL6pw, 1
this invasion, 12
The Limits, 1
a marker, 2
the means, 4
the heros, 1
@mehdirhasan People, 1
our interest, 2
dozens policemens, 1
protestors side, 1
the village, 2
continued attacks, 1
the line, 22
the DPR., 1
one element, 1
The speed, 1
Ukraine Failed, 2
each day, 2
